,Parent,ProvidesBoundaries,ConnectedTo,Wrapping at Ends,Tag,HasOpenings,Phase Created,Base Constraint,AccessibilityPerformance,Top Extension Distance,Top is Attached,ContainedInStructure,ObjectPlacement,Representation,Reference,Wrapping at Inserts,ObjectType,Size,HasAssociations,IsDefinedBy,Manufacturer,Top Offset,GlobalId,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Related to Mass,WarrantyDescription,LoadBearing,ExtendToStructure,ModelLabel,IsExternal,ProductionYear,Base Offset,Location Line,Base is Attached,Base Extension Distance,Finish,Top Constraint,Room Bounding,Unconnected Height,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,Structural Usage,Length,Volume,Width,Function,Coarse Scale Fill Color,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Classification Description,Classification Code,ConnectedFrom,Rebar Cover - Other Faces,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Enable Analytical Model,Coarse Scale Fill Pattern,PredefinedType,Level,Height Offset From Level,Structural,Perimeter,Vertical Projection,Thickness,Default Thickness,Decomposes,OverallWidth,OverallHeight,Window Inset,FillsVoids,ConfigurationType,Height,Frame Exterior Material,Frame Interior Material,Sash,Type Mark,FireRating,Sill Height,Head Height,Mark,Glass Pane Material,Default Sill Height,ConstructionType,Wall Closure,Construction Type,OmniClass Number,OmniClass Title,GlazingAreaFraction,OperationType,Trim Exterior Material,Trim Interior Material,Sash Material,Moves With Nearby Elements,Frame Material,Trim Projection Ext,Trim Width,Door Material,Fire Rating,Trim Projection Int,IsFireExit,Stile Width - Latch,Rail Width - Top,Rail Width - Base,Stile Width - Hinge,TreadLength,NumberOfRiser,RiserHeight,NumberOfTreads,NosingLength,TreadLengthAtInnerSide,TreadLengthAtOffset,WalkingLineOffset,WaistThickness,Railing Height,Use Landing Height Adjustment,Rail Connections,Baluster Offset,Angled Joins,Landing Height Adjustment,Tangent Joins,TotalThickness,Start Extension,End Extension,End Fx,End Fy,End Fz,W,Start Release,Span,End Extension Calculation,Slope,End Release,Start Extension Calculation,Analyze As,Beam Material,Stick Symbol Location,Cut Length,Start Fx,Start Fy,Start Fz,Start Mx,Start My,Start Mz,End Mx,End My,End Mz,Rigid Links,Horizontal Projection,Reference Level,Work Plane,Start Level Offset,End Level Offset,z-Direction Justification,z-Direction Offset Value,Lateral Justification,Orientation,Cross-Section Rotation,A,bf,d,kr,k,tw,tf,Seat Material,Host,Top Material,Handle Material,Plinth Depth,Offset,Depth,Plinth Height,Sink Opening Depth,Sink Opening Width,Sink Location,Sink Location To Wall,Counter Thickness,Backsplash Visibility,Top Of Cabinet,Elevation,Panel Material,Mattress Material,Leg Material,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,BoundedBy,CeilingCovering,Upper Limit,CompositionType,Number,OmniClass Table 13 Category,Category Description,GSA BIM Area,WallCovering,FloorCovering,Phase,Limit Offset,Unbounded Height,LoadCapacity,Category Code,CirculationZoneName,FireAlarmZoneName,LightingZoneName,HistoricPreservationZoneName,VentilationZoneName,RoomTag,Do Not Break At Inserts,Rebar Cover - Bottom Face,Foundation Thickness,Elevation at Bottom,Eccentricity,Rebar Cover - Top Face,Default End Extension Length
4553,Level 1,"38699,38708","38936,38937,38994,38995",2,139783,,New Construction,Level 1,AccessibilityPerformance,0.000000,F,38298,4540,4552,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,38366,"4556,4573,4575,4577,4579,4581,38538,38539,38540,38541",Manufacturer,-0.305000,2O2Fr$t4X7Zf8NOew3FKIu,33,Basic Wall:Interior - Partition (92mm Stud):139783,,InstallationDate,4553,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,0.000000,3,F,0.000000,Finish,Up to level: Level 2,T,2.795000,4.069520,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,1.594000,0.504620,0.124000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,38989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598,Level 1,"38690,38722",,2,139939,,New Construction,Level 1,AccessibilityPerformance,0.000000,F,38298,4585,4597,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,38367,"4601,4618,4620,4622,4624,4626,38538,38539,38540,38541",Manufacturer,-0.305000,2O2Fr$t4X7Zf8NOew3FKGS,33,Basic Wall:Interior - Partition (92mm Stud):139939,,InstallationDate,4598,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,0.000000,3,F,0.000000,Finish,Up to level: Level 2,T,2.795000,10.014485,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,3.791500,1.241796,0.124000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,38928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,Level 1,"38843,38866,38868","38943,38977",2,143856,8207,New Construction,Level 2,AccessibilityPerformance,0.000000,F,38298,5629,5641,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,38382,"5645,5662,5664,5666,5668,5670,38538,38539,38540,38541",Manufacturer,0.000000,2O2Fr$t4X7Zf8NOew3FLTF,33,Basic Wall:Interior - Partition (92mm Stud):143856,,InstallationDate,5642,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,-0.488000,3,F,0.000000,Finish,Up to level: Roof,T,3.388000,5.321884,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,2.235500,0.659914,0.124000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,38953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,Level 1,"38740,38765,38767","38945,38979",2,144518,8373,New Construction,Level 2,AccessibilityPerformance,0.000000,F,38298,5890,5902,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,38387,"5906,5923,5925,5927,5929,5931,38538,38539,38540,38541",Manufacturer,0.000000,2O2Fr$t4X7Zf8NOew3FL8v,33,Basic Wall:Interior - Partition (92mm Stud):144518,,InstallationDate,5903,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,-0.488000,3,F,0.000000,Finish,Up to level: Roof,T,3.388000,5.321884,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,2.235500,0.659914,0.124000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,38942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24596,Level 1,38803,"38984,39002",0,189074,,New Construction,Level 1,AccessibilityPerformance,0.000000,T,38298,24572,24595,Basic Wall:Interior - Furring (152 mm Stud),0,Basic Wall:Interior - Furring (152 mm Stud):187795,Size,38426,"24600,24648,24650,24652,24654,24656,38659,38660,38661,38662",Manufacturer,0.000000,0iEHWY1$XA8eQeeULq4jZ1,33,Basic Wall:Interior - Furring (152 mm Stud):189074,,InstallationDate,24596,WarrantyGuarantorLabor,F,WarrantyDescription,F,T,ModelLabel,F,ProductionYear,0.000000,2,F,0.000000,Finish,,T,3.100000,12.166635,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,4.485500,1.849329,0.152000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,38927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24680,Level 1,"38813,38814",38985,0,189901,,New Construction,Level 1,AccessibilityPerformance,0.000000,F,38298,24667,24679,Basic Wall:Interior - Furring (152 mm Stud),0,Basic Wall:Interior - Furring (152 mm Stud):187795,Size,38427,"24683,24698,24700,24702,24704,24706,38659,38660,38661,38662",Manufacturer,0.000000,0iEHWY1$XA8eQeeULq4j_U,33,Basic Wall:Interior - Furring (152 mm Stud):189901,,InstallationDate,24680,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,0.000000,2,F,0.000000,Finish,,T,3.100000,6.643300,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,2.508000,1.009782,0.152000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,"38934,39002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24723,Level 1,"38802,38815",,2,190140,,New Construction,Level 1,AccessibilityPerformance,0.000000,F,38298,24710,24722,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,38428,"24726,24743,24745,24747,24749,24751,38538,38539,38540,38541",Manufacturer,-0.305000,0iEHWY1$XA8eQeeULq4jpl,33,Basic Wall:Interior - Partition (92mm Stud):190140,,InstallationDate,24723,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,0.000000,3,F,0.000000,Finish,Up to level: Level 2,T,2.795000,4.069520,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,1.594000,0.504620,0.124000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,"38932,38984,38985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24768,Level 1,"38706,38707",39003,0,190774,,New Construction,Level 1,AccessibilityPerformance,0.000000,F,38298,24755,24767,Basic Wall:Interior - Furring (152 mm Stud),0,Basic Wall:Interior - Furring (152 mm Stud):187795,Size,38429,"24771,24788,24790,24792,24794,24796,38659,38660,38661,38662",Manufacturer,-0.305000,0iEHWY1$XA8eQeeULq4jDb,33,Basic Wall:Interior - Furring (152 mm Stud):190774,,InstallationDate,24768,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,0.000000,2,F,0.000000,Finish,Up to level: Level 2,T,2.795000,6.414525,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,2.508000,0.975008,0.152000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,"38931,38936,38994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24813,Level 1,38700,,0,190933,,New Construction,Level 1,AccessibilityPerformance,0.000000,F,38298,24800,24812,Basic Wall:Interior - Furring (152 mm Stud),0,Basic Wall:Interior - Furring (152 mm Stud):187795,Size,38430,"24816,24833,24835,24837,24839,24841,38659,38660,38661,38662",Manufacturer,-0.305000,0iEHWY1$XA8eQeeULq4jE6,33,Basic Wall:Interior - Furring (152 mm Stud):190933,,InstallationDate,24813,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,0.000000,2,F,0.000000,Finish,Up to level: Level 2,T,2.795000,11.741795,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,4.485500,1.784753,0.152000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,"38930,38937,38995,39003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35452,Level 1,,,2,204300,,New Construction,Level 2,AccessibilityPerformance,0.000000,F,38298,35439,35451,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,38435,"35455,35472,35474,35476,35478,35480,38538,38539,38540,38541",Manufacturer,0.000000,1aj$VJZFn2TxepZUBcKpee,33,Basic Wall:Interior - Partition (92mm Stud):204300,,InstallationDate,35452,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,-0.488000,3,F,0.000000,Finish,Up to level: Level 2,T,0.488000,1.695800,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,3.812000,0.210279,0.124000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,"38935,38943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35497,Level 1,,,2,204493,,New Construction,Level 2,AccessibilityPerformance,0.000000,F,38298,35484,35496,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,38436,"35500,35517,35519,35521,35523,35525,38538,38539,38540,38541",Manufacturer,0.000000,1aj$VJZFn2TxepZUBcKphf,33,Basic Wall:Interior - Partition (92mm Stud):204493,,InstallationDate,35497,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,-0.488000,3,F,0.000000,Finish,Up to level: Level 2,T,0.488000,1.695800,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,3.812000,0.210279,0.124000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,"38933,38945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5448,Level 2,"38785,38860","38962,38974,38993",0,143410,"7064,7281,7498,7730",New Construction,Level 2,AccessibilityPerformance,0.000000,F,38309,5429,5447,Basic Wall:Exterior - Brick on Block,0,Basic Wall:Exterior - Brick on Block:130892,Size,38378,"5451,5467,5469,5471,5473,5475,38565,38566,38567,38568",Manufacturer,0.000000,2O2Fr$t4X7Zf8NOew3FLQD,33,Basic Wall:Exterior - Brick on Block:143410,,InstallationDate,5448,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,T,ProductionYear,0.000000,2,F,0.000000,Finish,Up to level: Roof,T,2.900000,16.907137,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,8.383000,6.545998,0.417000,1,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Masonry Structural Walls,23-25 30 24 14,38922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5498,Level 2,"38730,38762,38782","38942,38952,38975",0,143478,"22175,22227,22279,22331,22383",New Construction,Level 2,AccessibilityPerformance,0.000000,F,38309,5479,5497,Basic Wall:Exterior - Brick on Block,0,Basic Wall:Exterior - Brick on Block:130892,Size,38379,"5501,5517,5519,5521,5523,5525,38565,38566,38567,38568",Manufacturer,0.000000,2O2Fr$t4X7Zf8NOew3FLR9,33,Basic Wall:Exterior - Brick on Block:143478,,InstallationDate,5498,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,T,ProductionYear,0.000000,2,F,0.000000,Finish,Up to level: Roof,T,2.900000,41.357137,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,17.383000,16.741648,0.417000,1,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Masonry Structural Walls,23-25 30 24 14,38974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,Level 2,"38759,38887",38976,0,143534,"7782,7834,7886,7938",New Construction,Level 2,AccessibilityPerformance,0.000000,F,38309,5529,5547,Basic Wall:Exterior - Brick on Block,0,Basic Wall:Exterior - Brick on Block:130892,Size,38380,"5551,5567,5569,5571,5573,5575,38565,38566,38567,38568",Manufacturer,0.000000,2O2Fr$t4X7Zf8NOew3FLOH,33,Basic Wall:Exterior - Brick on Block:143534,,InstallationDate,5548,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,T,ProductionYear,0.000000,2,F,0.000000,Finish,Up to level: Roof,T,2.900000,16.907137,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,8.383000,6.545998,0.417000,1,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Masonry Structural Walls,23-25 30 24 14,"38924,38975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,Level 2,"38835,38863,38884","38953,38955",0,143590,"21967,22019,22071,22123,22435",New Construction,Level 2,AccessibilityPerformance,0.000000,F,38309,5579,5597,Basic Wall:Exterior - Brick on Block,0,Basic Wall:Exterior - Brick on Block:130892,Size,38381,"5601,5617,5619,5621,5623,5625,38565,38566,38567,38568",Manufacturer,0.000000,2O2Fr$t4X7Zf8NOew3FLPP,33,Basic Wall:Exterior - Brick on Block:143590,,InstallationDate,5598,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,T,ProductionYear,0.000000,2,F,0.000000,Finish,Up to level: Roof,T,2.900000,41.357137,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,17.383000,16.741648,0.417000,1,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Masonry Structural Walls,23-25 30 24 14,"38962,38976,38993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5687,Level 2,"38838,38839,38840,38842,38849,38870,38881,38901","38954,38956,38957,38978",2,143921,16051,New Construction,Level 2,AccessibilityPerformance,0.000000,F,38309,5674,5686,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,38383,"5690,5706,5708,5710,5712,5714,38538,38539,38540,38541",Manufacturer,0.000000,2O2Fr$t4X7Zf8NOew3FLIE,33,Basic Wall:Interior - Partition (92mm Stud):143921,,InstallationDate,5687,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,0.000000,3,F,0.000000,Finish,Up to level: Roof,T,2.900000,13.973952,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,5.424000,1.732770,0.124000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,38977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5731,Level 2,"38836,38882",,2,143960,15886,New Construction,Level 2,AccessibilityPerformance,0.000000,F,38309,5718,5730,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,38384,"5734,5750,5752,5754,5756,5758,38538,38539,38540,38541",Manufacturer,0.000000,2O2Fr$t4X7Zf8NOew3FLJd,33,Basic Wall:Interior - Partition (92mm Stud):143960,,InstallationDate,5731,WarrantyGuarantorLabor,F,WarrantyDescription,F,F,ModelLabel,F,ProductionYear,0.000000,3,F,0.000000,Finish,Up to level: Roof,T,2.900000,3.942852,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,2.235500,0.488914,0.124000,0,0,WarrantyDurationParts,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,Metal-Framed Gypsum Board Fixed Partitions,23-25 40 11 11 11,"38955,38978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
