,Parent,FixtureHeight,Tag,Phase Created,AccessibilityPerformance,Face Plate Material Finish,Light Loss Factor,Emit Shape Visible in Rendering,Dimming Lamp Color Temperature Shift,Housing Material Finish,ContainedInStructure,Light Source Definition (family),ObjectPlacement,Number of Lamps or LEDs,Representation,Reference,Initial Intensity,ObjectType,Size,HasAssociations,IsDefinedBy,GlobalId,OwnerHistory,Photometry Comments,Name,Description,BackupSupplySystem,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Color Filter,SerialNumber,AssetIdentifier,WarrantyStartDate,Features,TagNumber,Emit from Rectangle Width,Electrical Data,BarCode,Host,Status,Emit from Rectangle Length,LER Luminaire Efficacy Rating,Schedule Level,PictogramEscapeDirection,Calculate Coefficient of Utilization,SensibleLoadToRadiant,Elevation,Lens Material Finish,Apparent Load,Initial Color,Light Source Symbol Size,Depth,Width,Length,Default Elevation,Voltage Comments,Spacing to Mounting Height Ratio Diagonal,Lamp,Voltage,CodePerformance,InsulationStandardClass,Grade,SustainabilityPerformance,HasProtectiveEarth,Constituents,PowerFactor,ModelReference,RatedVoltage,NominalFrequencyRange,NumberOfPoles,NominalLength,RatedCurrent,Color,Material,WarrantyGuarantorParts,AssetAccountingType,WarrantyDurationLabor,OmniClass Title,Finish,ReplacementCost,Assembly Code,WarrantyDurationParts,ExpectedLife,Shape,IP_Code,ConductorFunction,NominalHeight,ModelLabel,WarrantyDescription,ProductionYear,NominalWidth,LightFixturePlacingType,LightFixtureMountingType,NumberOfSources,MaximumSpaceSensibleLoad,MaintenanceFactor,TotalWattage,MaximumPlenumSensibleLoad,Lamp Position,Spacing to Mounting Height Ratio 90 Degree Plane,Spacing to Mounting Height Ratio 0 Degree Plane,CIE Type,Fixture Efficiency,Housing Finish Option,NEMA Type,Lens Option,Number of Faces,Manufacturer,Assembly Description,Product Page URL,URL,OmniClass Number,Specification Sheet,Product Family,Type Mark,Catalog Number,Model,Recessing Radius,Ballast Voltage,Load Classification,Ballast Number of Poles,Panel,Circuit Number,Recessing Diameter,Recessing Height,Lumens,Wattage Comments,Recessing Inner Radius,Switch Voltage,Offset,Mark,Load,IsPluggableOutlet,Shade Material,Radius,Grid Material,Diffuser Material,Light Box Material,Light Casing Length,Drop From Ceiling,Ceiling Mount Material,Light Casing Material,Label,Moves With Nearby Elements,XRAY,Level,DARKROOM,Max #1 Pole Breakers,CompositionType,Distribution System,Total Estimated Demand Current,Mains,Apparent Load Phase A,Total Estimated Demand,Receptacle Demand Factor,Apparent Load Phase B,Total Connected,Apparent Load Phase C,Number of Phases,Receptacle Estimated Demand Current,Number of Wires,Supply From,Total Demand Factor,Receptacle Estimated Demand,Receptacle Connected Current,Total Connected Current,Receptacle Connected,24 Circuit Height,Current Phase A,Current Phase B,Current Phase C,Height,Enclosure,Mounting,Panel Name,12 Circuit Height,30 Circuit Height,42 Circuit Height,IsSkilledOperator,Lighting - Dwelling Unit Demand Factor,Lighting - Dwelling Unit Connected Current,Lighting - Dwelling Unit Estimated Demand,Other Estimated Demand,Lighting - Dwelling Unit Connected,Other Connected Current,Other Estimated Demand Current,Other Connected,Lighting - Dwelling Unit Estimated Demand Current,Cooling Estimated Demand Current,Cooling Demand Factor,Cooling Connected Current,Cooling Connected,Cooling Estimated Demand,Location,Cab Width,Cab Location,Cab Height,Door Opening,Cab Depth,Pit Depth,Chiller Length,Chilled Water Return Radius,Number of Poles,C1 Offset 2,C1 Offset 1,C2 Offset 2,C1 Offset 3,Chilled Water Supply Diameter,Chilled Water Return Diameter,Chilled Water Supply Radius,Length 1,Length 2,Radius 1,Half Number of Fans,Number of Fans,Cold Capacity,Chilled Water Flow,Drain Flow,System Classification,Chilled Water Pressure Drop,System Name,Appliance - Dwelling Unit Estimated Demand Current,Appliance - Dwelling Unit Demand Factor,Appliance - Dwelling Unit Estimated Demand,Appliance - Dwelling Unit Connected Current,Appliance - Dwelling Unit Connected,Primary Voltage,Panel Height,Switchboard Height,Switchboard Width,Switchboard Length,Primary Number of Poles,Height 1,Half Switchboard Length,Panel Length,Suction Nominal Radius,Suction Outside Diameter,Discharge Nominal Radius,Suction Nominal Diameter,Flange Height,Length 4,Length 3,Discharge Nominal Diameter,Housing Width,Outside Diameter 1,Outside Diameter 2,Outside Diameter 4,Suction Outside Radius,Flange Diameter,Radius 2,Radius 3,Flange Radius,Outside Radius 4,Outside Radius 1,Outside Radius 2,RPM,Heating Capacity,External Static Pressure,Return Airflow,Supply Airflow,Cooling Capacity,Poles,Dimension D,Dimension E,Dimension F,Dimension A,Dimension G,Dimension H,Condensate Diameter,Condensate Radius,Cap Diameter,Outlet Width,Fan Diameter,External Static Presure,Fan Height,Fan Radius,Base Width,Cap Radius,Overall Height,Outlet Height,Diameter 1,Diameter 2,Half Outlet Radius,Half Exhaust Inlet Height,Air Flow,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,CeilingCovering,Upper Limit,Number,Decomposes,OmniClass Table 13 Category,Category Description,GSA BIM Area,WallCovering,FloorCovering,RoomTag,LoadCapacity,HistoricPreservationZoneName,LightingZoneName,VentilationZoneName,FireAlarmZoneName,Computation Height,CirculationZoneName,Category Code,Unbounded Height,Area,Volume,Perimeter,Phase,Base Offset,Limit Offset,Hot Water Diameter,Sanitary Diameter,Sanitary Radius,Vent Radius,Water Heater Radius,Cold Water Diameter,Hot Water Radius,Vent Diameter,Water Heater Height,Cold Water Radius
2109,Level 1,,935031,New Construction,N/A,,,,,,103409,,46785,,44011,,,Standard,0,,"99943,99944,99945,99946,99947,99948,103571,103572,103573,103574,103575",3AFN707Bj9afSO$T13iNB6,1,,M_Duplex Receptacle:Standard:Standard:935031,,,N/A,2109,N/A,,N/A,N/A,N/A,N/A,N/A,, 120 V/1-180 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,,,,0.500000,,,,,,,,0.460000,,,,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Ground Fault Receptacles,UNSET,N/A,,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,,,,,,,,,,,,,,,,,N/A,,,,23.80.50.11.17,,,,,,,,Receptacle,,N21B,7,,,,,,1291.669250,0.000000,535,1937.503875,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1AC1,0,1207902,New Construction,N/A,Aluminum-Philips Chloride,0,F,0,Paint-Philips Chloride-Black,103484,Rectangle+Spherical,47238,16,53868,REF TYPE MARK,0,X1,0,86604,"102712,102713,102714,102715,102716,102717,102718,103485,103486,103487,103488,103489,103490,103491,103492,103493,103494",1dLDiZnH12mRH5cIKJ8Wqb,1,No Photometry Available,Exit Sign - Ceiling_Mount_Single:X1:X1:1207902,,NO,N/A,319,N/A,16777215,N/A,N/A,N/A,N/A,N/A,0.225524,Luminaire 120 V/1-4 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,0.336550,Not Available,Level: Level 1,UNSET,F,0,2.680000,Plastic-Philips Chloride-Red,40.902860,0,0.609600,0.120650,0.336550,0.225524,1.219200,12/27 (Dual Voltage - 120/277),Not Available,LED,1291.669250,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Emergency Lighting,UNSET,N/A,D5020200,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,Horizontal,Not Available,Not Available,Not Available,Not Available,Matte Black w/Brushed Aluminum Face,Not Applicable,Red,1,N/A,Lighting Equipment,http://www.chloridesys.com/chloride/Chloridefixture.cfm?ID=3748,http://www.chloridesys.com/chloride/,23.80.70.11.21,CE-11400,55 Line LED Die Cast Aluminum Exit - Traditional,X1,55LA-1-12/27-R,55LA-1-12/27-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,1AC1,0,752725,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45585,,43215,REF TYPE MARK,0,T1,0,103260,"92274,92275,92276,92277,92278,92279,92280,103284,103285,103286,103287,103288,103289,103290,103291,103292",1MPejKGxvAxOPe64yBS1lL,1,,M_Sconce Light - Sphere:T1:T1:752725,,NO,N/A,719,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Grid : D.9,UNSET,,,Level: Level 1,UNSET,F,0,2.000000,,1076.391042,0,0.050000,,,,1.900000,,,-,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,"General Luminaries, Non Directional",UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.11,,,T1,,,,1291.669250,Lighting - Dwelling Unit,1,L41C,7,,,2900.000000,,,,,,,,Glass - Frosted,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,1AC1,0,752761,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45586,,43216,REF TYPE MARK,0,T1,0,103260,"92281,92282,92283,92284,92285,92286,92287,103284,103285,103286,103287,103288,103289,103290,103291,103292",1MPejKGxvAxOPe64yBS1lv,1,,M_Sconce Light - Sphere:T1:T1:752761,,NO,N/A,720,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Grid : D.9,UNSET,,,Level: Level 1,UNSET,F,0,2.000000,,1076.391042,0,0.050000,,,,1.900000,,,-,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,"General Luminaries, Non Directional",UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.11,,,T1,,,,1291.669250,Lighting - Dwelling Unit,1,L41C,7,,,2900.000000,,,,,,,,Glass - Frosted,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,1AC1,0,753021,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45587,,43217,REF TYPE MARK,0,T1,0,103260,"92288,92289,92290,92291,92292,92293,92294,103284,103285,103286,103287,103288,103289,103290,103291,103292",1MPejKGxvAxOPe64yBS1hz,1,,M_Sconce Light - Sphere:T1:T1:753021,,NO,N/A,721,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,2.000000,,1076.391042,0,0.050000,,,,1.900000,,,-,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,"General Luminaries, Non Directional",UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.11,,,T1,,,,1291.669250,Lighting - Dwelling Unit,1,L41C,7,,,2900.000000,,,,,,,,Glass - Frosted,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1AC1,0,753296,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45588,,43218,REF TYPE MARK,0,T1,0,103260,"92295,92296,92297,92298,92299,92300,92301,103284,103285,103286,103287,103288,103289,103290,103291,103292",1MPejKGxvAxOPe64yBS1aG,1,,M_Sconce Light - Sphere:T1:T1:753296,,NO,N/A,722,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,2.000000,,1076.391042,0,0.050000,,,,1.900000,,,-,,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,"General Luminaries, Non Directional",UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.11,,,T1,,,,1291.669250,Lighting - Dwelling Unit,1,L41C,7,,,2900.000000,,,,,,,,Glass - Frosted,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,1AC1,0,749654,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45557,,53428,REF TYPE MARK,0,SD - 213mm Diameter,0,,"92078,92079,92080,92081,92082,92083,92084,103427,103428,103429,103430,103431,103432,103433,103434",1MPejKGxvAxOPe64yBS1VM,1,,M_Downlight - Recessed Can:SD - 213mm Diameter:SD - 213mm Diameter:749654,,NO,N/A,1106,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,3.800000,,1076.391042,0,0.050000,,,,1.200000,,,"T4, QUAD TUBE, CRI=82",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.14.11,,,SD,,,0.100000,1291.669250,Lighting - Dwelling Unit,1,L41C,2,0.200000,0.200000,1800.000000,26,0.087300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,1AC1,0,749727,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45558,,53429,REF TYPE MARK,0,SDB - 213mm Diameter,0,,"92085,92086,92087,92088,92089,92090,92091,103193,103194,103195,103196,103197,103198,103199,103219",1MPejKGxvAxOPe64yBS1SV,1,,M_Downlight - Recessed Can:SDB - 213mm Diameter:SDB - 213mm Diameter:749727,,YES,N/A,1107,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,3.800000,,1076.391042,0,0.050000,,,,1.200000,,,"T4, QUAD TUBE, CRI=82",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.14.11,,,SDB,,,0.100000,1291.669250,Lighting - Dwelling Unit,1,L41C,2,0.200000,0.200000,1800.000000,26,0.087300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,1AC1,0,749761,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45559,,53430,REF TYPE MARK,0,SD - 213mm Diameter,0,,"92092,92093,92094,92095,92096,92097,92098,103427,103428,103429,103430,103431,103432,103433,103434",1MPejKGxvAxOPe64yBS1T1,1,,M_Downlight - Recessed Can:SD - 213mm Diameter:SD - 213mm Diameter:749761,,NO,N/A,1108,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,3.800000,,1076.391042,0,0.050000,,,,1.200000,,,"T4, QUAD TUBE, CRI=82",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.14.11,,,SD,,,0.100000,1291.669250,Lighting - Dwelling Unit,1,L41C,2,0.200000,0.200000,1800.000000,26,0.087300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,1AC1,0,749805,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45560,,53431,REF TYPE MARK,0,SD - 213mm Diameter,0,,"92099,92100,92101,92102,92103,92104,92105,103427,103428,103429,103430,103431,103432,103433,103434",1MPejKGxvAxOPe64yBS1Tj,1,,M_Downlight - Recessed Can:SD - 213mm Diameter:SD - 213mm Diameter:749805,,NO,N/A,1109,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,3.800000,,1076.391042,0,0.050000,,,,1.200000,,,"T4, QUAD TUBE, CRI=82",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.14.11,,,SD,,,0.100000,1291.669250,Lighting - Dwelling Unit,1,L41C,2,0.200000,0.200000,1800.000000,26,0.087300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,1AC1,0,749843,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45561,,53432,REF TYPE MARK,0,SDB - 213mm Diameter,0,,"92106,92107,92108,92109,92110,92111,92112,103193,103194,103195,103196,103197,103198,103199,103219",1MPejKGxvAxOPe64yBS1QJ,1,,M_Downlight - Recessed Can:SDB - 213mm Diameter:SDB - 213mm Diameter:749843,,YES,N/A,1110,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,3.800000,,1076.391042,0,0.050000,,,,1.200000,,,"T4, QUAD TUBE, CRI=82",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.14.11,,,SDB,,,0.100000,1291.669250,Lighting - Dwelling Unit,1,L41C,2,0.200000,0.200000,1800.000000,26,0.087300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,1AC1,0,749876,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45562,,53433,REF TYPE MARK,0,SD - 213mm Diameter,0,,"92113,92114,92115,92116,92117,92118,92119,103427,103428,103429,103430,103431,103432,103433,103434",1MPejKGxvAxOPe64yBS1Qq,1,,M_Downlight - Recessed Can:SD - 213mm Diameter:SD - 213mm Diameter:749876,,NO,N/A,1111,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,3.800000,,1076.391042,0,0.050000,,,,1.200000,,,"T4, QUAD TUBE, CRI=82",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.14.11,,,SD,,,0.100000,1291.669250,Lighting - Dwelling Unit,1,L41C,2,0.200000,0.200000,1800.000000,26,0.087300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,1AC1,0,749899,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45563,,53434,REF TYPE MARK,0,SD - 213mm Diameter,0,,"92120,92121,92122,92123,92124,92125,92126,103427,103428,103429,103430,103431,103432,103433,103434",1MPejKGxvAxOPe64yBS1RB,1,,M_Downlight - Recessed Can:SD - 213mm Diameter:SD - 213mm Diameter:749899,,NO,N/A,1112,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,3.800000,,1076.391042,0,0.050000,,,,1.200000,,,"T4, QUAD TUBE, CRI=82",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.14.11,,,SD,,,0.100000,1291.669250,Lighting - Dwelling Unit,1,L41C,2,0.200000,0.200000,1800.000000,26,0.087300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,1AC1,0,749926,New Construction,N/A,,0,,0,,103484,Point+HemiSpherical,45564,,53435,REF TYPE MARK,0,SD - 213mm Diameter,0,,"92127,92128,92129,92130,92131,92132,92133,103427,103428,103429,103430,103431,103432,103433,103434",1MPejKGxvAxOPe64yBS1Rc,1,,M_Downlight - Recessed Can:SD - 213mm Diameter:SD - 213mm Diameter:749926,,NO,N/A,1113,N/A,16777215,N/A,N/A,N/A,N/A,N/A,, 120 V/1-100 VA,N/A,Linked Revit Model : Clinic_A.rvt,UNSET,,,Level: Level 1,UNSET,F,0,3.800000,,1076.391042,0,0.050000,,,,1.200000,,,"T4, QUAD TUBE, CRI=82",,N/A,UNSET,N/A,N/A,TRUE,N/A,0,N/A,0,0,0,0,0,UNSET,N/A,N/A,FIXED,N/A,Downlights,UNSET,N/A,D5020220,N/A,N/A,N/A,0,L1,0,N/A,N/A,N/A,0,UNSET,UNSET,0,0,0,0,0,,,,,,,,,,N/A,Lighting - Incandescent,,,23.80.70.11.14.11,,,SD,,,0.100000,1291.669250,Lighting - Dwelling Unit,1,L41C,2,0.200000,0.200000,1800.000000,26,0.087300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
