,Parent,ProvidesBoundaries,ConnectedTo,Wrapping at Ends,Tag,HasOpenings,Phase Created,Base Constraint,Top Extension Distance,Top is Attached,ContainedInStructure,ObjectPlacement,Representation,Reference,Wrapping at Inserts,ObjectType,Size,HasAssociations,IsDefinedBy,Manufacturer,Top Offset,GlobalId,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Related to Mass,ModelLabel,IsExternal,WarrantyDescription,LoadBearing,ExtendToStructure,ProductionYear,Base Offset,Base is Attached,Unconnected Height,Room Bounding,Base Extension Distance,Top Constraint,Finish,Location Line,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,Structural Usage,Length,Volume,Function,Width,Coarse Scale Fill Color,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,Classification Code,Classification Description,ConnectedFrom,FireRating,Coarse Scale Fill Pattern,Fire Rating,Center Mark Visible,Position,Corner Mullion,Angle,Decomposes,Width on side 2,Width on side 1,Thickness,Offset,Profile,Radius,Height,Construction Type,OverallWidth,OverallHeight,Trim Projection Ext,FillsVoids,Level,Trim Width,Door Material,Type Mark,Sill Height,Head Height,Mark,OmniClass Number,Trim Projection Int,Wall Closure,Frame Material,OmniClass Title,GlazingAreaFraction,OperationType,IsFireExit,Glazing Material,Pipe Radius,PredefinedType,Railing Height,Use Landing Height Adjustment,Rail Connections,Baluster Offset,Angled Joins,Landing Height Adjustment,Tangent Joins,Base Level,TreadLength,NumberOfRiser,RiserHeight,NumberOfTreads,TreadLengthAtInnerSide,TreadLengthAtOffset,WalkingLineOffset,WaistThickness,Window Inset,Frame Exterior Material,Frame Interior Material,Sash,Glass Pane Material,Default Sill Height,ConfigurationType,TotalThickness,Height Offset From Level,Perimeter,Cabinet Material,Elevation,Depth,Mounting Height,ADA Compliant,Type Comments,Model,Copyright,Technical Data,Material and Finish,Industry Standards,Version,Complies To Buy American Act,Warranty Information,Material Note,Schedule Level,Host,Assembly Code,Assembly Description,URL,Complies to NAFTA,Percentage of Recycled Content,Diameter,Overall Length,Instructions,Default Elevation,Triton Color Palette,Revisions Date,MasterFormat Title,Ivory,Revit Family Created by,Special Color,Radius Seat,Radius Frame,White,Series,MasterFormat Number,Architectural Design Manual,LEED,Depth of which projects,Void Width,Void Depth,Void Height,Moves With Nearby Elements,Cab Width,Cab Location,Pit Depth,Door Opening,Cab Height,Cab Depth,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,BoundedBy,Upper Limit,CompositionType,Number,OmniClass Table 13 Category,Category Description,GSA BIM Area,Phase,Limit Offset,Unbounded Height,RoomTag,CirculationZoneName,FireAlarmZoneName,LightingZoneName,HistoricPreservationZoneName,VentilationZoneName,Category Code,Backsplash Visibility,Counter Thickness,Sink Opening Width,Sink Opening Depth,Sink Location,Sink Location To Wall,Handle Material,Plinth Depth,Plinth Height,Top Of Cabinet,Length - Leg 1,Length - Leg 2
210,First Floor,"207386,207387,207518,207550,207556,207562,207566,207571,207572,207573,207576,207577","188479,188480,188790,189373,189390,189843",2,182526,,New Construction,First Floor,0.000000,F,209258,123655,133080,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186971,"193637,193638,193639,193640,193641,193642,209244,209245,209246,209247",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bqEC,1,Basic Wall:Interior - Partition (92mm Stud):182526,,InstallationDate,210,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,49.458079,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,11.193400,6.132802,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188024,188252,188478",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,First Floor,"206337,206338,206340,206342,206344,206517,206551,206563,206581,206598","188378,188379,188380,188381,188382,188591,188986",2,157843,"204939,205009,205010,205011",New Construction,First Floor,0.000000,F,209258,11466,132884,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186775,"205393,205394,205395,205396,205397,205398,209244,209245,209246,209247",Manufacturer,-0.102000,3LbNSBzHHBSuzhUUvuwFOf,1,Basic Wall:Interior - Partition (92mm Stud):157843,,InstallationDate,212,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,49.295162,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,12.344000,6.076461,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,First Floor,"206027,207332,207334,207336,207337,207410,207411,207428,207465,207474","188468,188469,188927,189388,189400,189606,190021",2,179359,"205039,205040",New Construction,First Floor,0.000000,F,209258,28119,133044,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186935,"193433,193434,193435,193436,193437,193438,209244,209245,209246,209247",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bpVj,1,Basic Wall:Interior - Partition (92mm Stud):179359,,InstallationDate,213,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,32.955780,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,8.285000,4.086517,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188246,188247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,First Floor,"206024,207340,207342,207344,207346,207521,207523,207538,207553,207558","188481,188791,188792,188793,189046,189050",2,183218,"205031,205032,205049,205050",New Construction,First Floor,0.000000,F,209258,11467,133084,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186975,"193655,193656,193657,193658,193659,193660,209244,209245,209246,209247",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bq30,1,Basic Wall:Interior - Partition (92mm Stud):183218,,InstallationDate,214,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,52.258810,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,13.625000,6.480092,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,188928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,First Floor,"206160,206171,206185,207590","188073,188074,188075,188076,188157,188158,188175,188176,188211,188962,189203,189204,189556",1,142601,"204934,205177,205178",New Construction,First Floor,0.000000,F,209258,13473,132808,Basic Wall:Exterior - Insul Panel on Mtl. Stud,0,Basic Wall:Exterior - Insul Panel on Mtl. Stud:130954,Size,186699,"205363,205364,205365,205366,205367,205368,209211,209212,209213,209214",Manufacturer,0.000000,3LbNSBzHHBSuzhUUvuwBEp,1,Basic Wall:Exterior - Insul Panel on Mtl. Stud:142601,,InstallationDate,215,WarrantyGuarantorLabor,F,ModelLabel,T,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.570000,T,0.000000,Up to level: Second Floor,Finish,2,56.430144,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,13.338000,15.030709,1,0.267000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 30 24 21,Metal Framed Structural Walls,189201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,First Floor,"205966,206116,206122,206126,206138,206152","188015,188016,188017,188018,188019,188020,188052,188053,188054,188897,189986",1,140707,"205179,205180,205181,205182",New Construction,First Floor,0.000000,F,209258,11471,132794,Basic Wall:Exterior - Insul Panel on Mtl. Stud,0,Basic Wall:Exterior - Insul Panel on Mtl. Stud:130954,Size,186685,"192023,192024,192025,192026,192027,192028,209211,209212,209213,209214",Manufacturer,0.000000,3LbNSBzHHBSuzhUUvuwBiP,1,Basic Wall:Exterior - Insul Panel on Mtl. Stud:140707,,InstallationDate,216,WarrantyGuarantorLabor,F,ModelLabel,T,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.570000,T,0.000000,Up to level: Second Floor,Finish,2,70.018800,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,16.706500,18.695020,1,0.267000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 30 24 21,Metal Framed Structural Walls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,First Floor,"206075,206077,206079,206081,206082,206179,206203","188228,188436,188759,188760,189324,190059",2,171321,"204983,204984,204997",New Construction,First Floor,0.000000,F,209258,13465,132989,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186880,"193121,193122,193123,193124,193125,193126,209244,209245,209246,209247",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bnPB,1,Basic Wall:Interior - Partition (92mm Stud):171321,,InstallationDate,231,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,28.002871,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,7.758499,3.472356,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188208,188209,188922,189529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,First Floor,"206040,207328,207330,207403,207413,207425,207434,207441,207442","188459,188460,188778,188779,188926,189018,189042,189355",2,178094,"205034,205035",New Construction,First Floor,0.000000,F,209258,28118,133033,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186924,"193367,193368,193369,193370,193371,193372,209244,209245,209246,209247",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bppS,1,Basic Wall:Interior - Partition (92mm Stud):178094,,InstallationDate,232,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,18.997748,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,5.126000,2.355721,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,188021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,First Floor,"206069,206371,206373,206375,206377,206420,206425,206454,206455,206489","188373,188374,188375",2,156775,"204979,204980,204981,205243",New Construction,First Floor,0.000000,F,209258,11477,132878,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186769,"192491,192492,192493,192494,192495,192496,209244,209245,209246,209247",Manufacturer,-0.102000,3LbNSBzHHBSuzhUUvuwFhT,1,Basic Wall:Interior - Partition (92mm Stud):156775,,InstallationDate,233,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,60.375708,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,15.323000,7.486588,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188221,188906,188909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,First Floor,"206750,206751,206755,206779,206791,206803,206869,206870,206872,206874,206876",,2,354436,"205305,205306,205307",New Construction,First Floor,0.000000,F,209258,13495,133823,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,187607,"200430,200431,200432,200433,200434,200435,209244,209245,209246,209247",Manufacturer,-0.102000,0tIhQ6hmz02e5gznEed43R,1,Basic Wall:Interior - Partition (92mm Stud):354436,,InstallationDate,234,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,50.617690,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,12.578000,6.276594,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188296,188300,188301,188302,189013,189057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,First Floor,"206050,207424,207459,207463,207473",,1,263032,"205326,205327,205328,205329,205330",New Construction,First Floor,0.000000,F,209258,9069,133655,Basic Wall:Exterior - Insul Panel on Mtl. Stud,0,Basic Wall:Exterior - Insul Panel on Mtl. Stud:130954,Size,187260,"197072,197073,197074,197075,197076,197077,209211,209212,209213,209214",Manufacturer,0.000000,0otfaO0qPDAhynjJ6DnL_y,1,Basic Wall:Exterior - Insul Panel on Mtl. Stud:263032,,InstallationDate,235,WarrantyGuarantorLabor,F,ModelLabel,T,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.570000,T,0.000000,Up to level: Second Floor,Finish,2,83.182000,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,19.966500,22.209594,1,0.267000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 30 24 21,Metal Framed Structural Walls,"188144,188274,188275,188276,188289,188290,188291,188292,188293,189998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,First Floor,"206615,206921,206929,206933,206960","188563,188564,188565,188871,188872,188954,188955,188956",1,258588,"205332,205333,205334",New Construction,First Floor,0.000000,F,209258,13497,133616,Basic Wall:Exterior - Insul Panel on Mtl. Stud,0,Basic Wall:Exterior - Insul Panel on Mtl. Stud:130954,Size,187257,"196827,196828,196829,196830,196831,196832,209211,209212,209213,209214",Manufacturer,0.457000,0$T_kKFfj6eQu9LjJc1L4V,1,Basic Wall:Exterior - Insul Panel on Mtl. Stud:258588,,InstallationDate,236,WarrantyGuarantorLabor,F,ModelLabel,T,WarrantyDescription,F,F,ProductionYear,0.000000,F,5.027000,T,0.000000,Up to level: Second Floor,Finish,2,62.106770,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,13.256548,16.582508,1,0.267000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 30 24 21,Metal Framed Structural Walls,"188214,188273,188894,188958",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,First Floor,"206328,206330,206332,206334,206542,206558,206572,206591,206592",188908,2,156128,"205004,205005,205006,205007",New Construction,First Floor,0.000000,F,209258,11465,132874,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186765,"192467,192468,192469,192470,192471,192472,209244,209245,209246,209247",Manufacturer,-0.102000,3LbNSBzHHBSuzhUUvuwFzQ,1,Basic Wall:Interior - Partition (92mm Stud):156128,,InstallationDate,262,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,46.725964,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,12.205999,5.794020,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188218,188219,188220,188907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,First Floor,"206233,206234,206236,206649,206658","188133,188368,188709,188968,188999,189000,189097,189236,189516,189523,190035",2,147540,"205013,205014",New Construction,First Floor,0.000000,F,209258,28117,132834,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186725,"192233,192234,192235,192236,192237,192238,209244,209245,209246,209247",Manufacturer,-0.102000,3LbNSBzHHBSuzhUUvuwDxk,1,Basic Wall:Interior - Partition (92mm Stud):147540,,InstallationDate,263,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,23.425536,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,6.117000,2.904766,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,First Floor,"206262,206264,206265,206773,206789,206816","188429,188749,188971,189014,189055,189312,189316,189624,190030",2,167763,205022,New Construction,First Floor,0.000000,F,209258,32167,132960,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186851,"192959,192960,192961,192962,192963,192964,209244,209245,209246,209247",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bmGX,1,Basic Wall:Interior - Partition (92mm Stud):167763,,InstallationDate,264,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,28.121498,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,6.704000,3.487066,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188226,188237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,First Floor,"207106,207108,207134,207261,207263,207264","188487,188798,189407,189408,189414,189563",2,185718,"205079,205080",New Construction,First Floor,0.000000,F,209258,28126,133098,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186989,"193733,193734,193735,193736,193737,193738,209244,209245,209246,209247",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bru4,1,Basic Wall:Interior - Partition (92mm Stud):185718,,InstallationDate,265,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,27.768432,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,7.160500,3.443286,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188128,188135,188929,189533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,First Floor,"206888,206902,206913,206927,206948,206949,206951,206961","188705,188706,188707,188894,189231,189515",2,146380,"204967,204968,204969",New Construction,First Floor,0.000000,F,209258,13463,132827,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186718,"192197,192198,192199,192200,192201,192202,209244,209245,209246,209247",Manufacturer,-0.102000,3LbNSBzHHBSuzhUUvuwALs,1,Basic Wall:Interior - Partition (92mm Stud):146380,,InstallationDate,269,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,3,45.970970,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,11.671500,5.700400,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
