,Parent,ExpectedLife,Loss Method,Tag,Phase Created,AccessibilityPerformance,WarrantyGuarantorParts,Angle,AssetAccountingType,System Name,CodePerformance,ContainedInStructure,Fitting Outside Diameter,Level,Insulation Radius,ObjectPlacement,Insulation Thickness,Representation,Reference,ObjectType,Size,IsDefinedBy,GlobalId,Color,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Tick Size,Nominal Radius,Nominal Diameter,ModelNumber,Features,TagNumber,Center to End,BarCode,System Type,K Coefficient Table,Fitting Outside Radius,Use Annotation Scale,Center Radius,SerialNumber,WarrantyStartDate,AssetIdentifier,Host,Offset,Mark,ReplacementCost,Lookup Table Name,Constituents,OmniClass Title,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,OmniClass Number,Center to End Label,Angle 1,Visibility 3,Visibility 2,Visibility 1,OffsetHeight,Fitting Outside Diameter 2,Fitting Outside Diameter 1,Insulation Radius 2,Insulation Radius 1,Nominal Diameter 2,Nominal Diameter 1,Width Offset,Max Fitting Outside Diameter 12,Height Offset,Fitting Outside Radius 2,Fitting Outside Radius 1,Tick Size 2,Tick Size 1,Nominal Radius 2,Nominal Radius 1,Length,OffsetWidth,W0,Num 6,OffsetWidthfromBase,Num 8,Lining Radius,Num 10,Num 1,Num 4,Num 3,Radius,Num 9,OffsetHeightfromBase,Num 7,Length01,Length 8,Length 7,Length 6,Length 5,Length 4,Num 2,Length 2,Length 1,Length 3,Half H0,Half W0,Num 5,Delta 2,Delta 1,Lining W0,Lining H0,Insulation H0,Insulation W0,H0,OffsetWidthTemp,OffsetHeightTemp,Diameter,Lining Thickness,Tee,Reference Level,Additional Flow,Inner Diameter,Friction,Flow State,Invert Elevation,Flow,Reynolds Number,Relative Roughness,Friction Factor,End Offset,Velocity,Pressure Drop,Section,Area,Outer Diameter,Horizontal Justification,Vertical Justification,Start Offset,Slope,Roughness,Connection Type,Cross,Class,Elbow,Preferred Junction Type,Transition,Union,Tap,Top Elevation,Velocity Pressure,Bottom Elevation,Size Lock,Loss Coefficient,Hydraulic Diameter,Reynolds number,Multi Shape Transition Rect to Round,Multi Shape Transition Oval to Round,Design HVAC Load per area,InteriorOrExteriorSpace,LongName,ElevationWithFlooring,Upper Limit,CompositionType,Number,Decomposes,Average Estimated Illumination,Condition Type,GSA BIM Area,Room Number,Design Cooling Load,Unbounded Height,Room Name,Phase,Base Offset,Limit Offset,Perimeter,Volume,Plenum,Occupiable,Design Other Load per area,Specified Return Airflow,Zone,Space Type,Design Heating Load,Room Cavity Ratio,Return Airflow,Specified Supply Airflow,Actual Supply Airflow,Actual Return Airflow,Actual Exhaust Airflow,Specified Exhaust Airflow,Lighting Calculation Workplane,Ceiling Reflectance,Wall Reflectance,Floor Reflectance,Calculated Supply Airflow,Calculated Heating Load,Calculated Cooling Load,BoundedBy,Type Comments,Model,Height,Connector,Keynote,Comments,Type Mark,Power,Assembly Code,Schedule Level,Elevation,Default Elevation,URL,Cost,Assembly Description,BtuPerFt,Hot Water Diameter,Voltage,Gas Radius,Vent Radius,Electrical Box Height,Exhaust Air Flow,Boiler Radius,Electrical Box Width,Water Pressure Drop,Water Flow,Output Heat,Input Heat,Gas Flow,Exhaust Air Pressure Drop,Load Classification,Circuit Number,Number of Poles,Hot Water Radius,Vent Box Diameter,Vent Diameter,Vent Box Height,Gas Diameter,Electrical Box Length,Cold Water Radius,Cold Water Diameter,Boiler Top Diameter,Boiler Height,Boiler Diameter,Vent Box Radius,Radius 1,Boiler Top Radius,Apparent Load,Nut Height,Stem Radius,Nut Radius,Stem Height,Seal Length,Stem Diameter,Nut Diameter,Handle Width,Handle Length,Handle Height,Body Radius,Body Height,Body Length,Body Diameter,Adapter Radius,Adapter Length,Adapter Diameter,Half Nut Height,K Coefficient,Radius 10,Outside Radius,Width 1,Width 2,Thickness 1,Radius 9,Radius 8,Radius 7,Radius 6,Radius 5,Radius 4,Radius 3,Radius 2,Length 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Angle 2,Valve Length,Outside Diameter,Open Height,C1 Offset 1,C1 Offset 2,Suction Nominal Radius,Suction Outside Diameter,Flow Rate,RPM,Suction Outside Radius,Suction Nominal Diameter,Outside Diameter 1,Outside Diameter 2,Outside Diameter 4,Housing Width,Flange Height,Flange Diameter,Discharge Nominal Radius,Discharge Nominal Diameter,Outside Radius 1,Outside Radius 2,Outside Radius 4,Flange Radius,External Static Presure,Air Flow,Half Outlet Radius,Half Exhaust Inlet Height,Diameter 1,Diameter 2,Overall Height,Fan Radius,Fan Height,Fan Diameter,Outlet Width,Outlet Height,Cap Radius,Cap Diameter,Base Width
18998,Level 1,ExpectedLife,5,548122,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,18997,0.000000,18994,Reference,Standard,25 mm-25 mm-25 mm,"19027,19029,19031,19033,19035,19037,19039,154928,154979,154980,154981",2N0HEBexr8OuOYHpRXqZQp,Color,33,M_Tee - Generic:Standard:Standard:548122,,InstallationDate,18998,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.088542,BarCode,Hydronic Supply,Tee,0.046875,T,,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,544,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,0.088542,90.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19227,Level 1,ExpectedLife,5,548141,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,19226,0.000000,19223,Reference,Standard,25 mm-25 mm,"19255,19257,19259,19261,19263,19265,19267,154927,154982,154983,154984",2N0HEBexr8OuOYHpRXqZQ4,Color,33,M_Elbow - Generic:Standard:Standard:548141,,InstallationDate,19227,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,550,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19275,Level 1,ExpectedLife,5,548144,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,19274,0.000000,19271,Reference,Standard,25 mm-25 mm,"19303,19305,19307,19309,19311,19313,19315,154927,154982,154983,154984",2N0HEBexr8OuOYHpRXqZQP,Color,33,M_Elbow - Generic:Standard:Standard:548144,,InstallationDate,19275,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,553,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20680,Level 1,ExpectedLife,5,549959,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,20679,0.000000,20676,Reference,Standard,25 mm-25 mm-25 mm,"20709,20711,20713,20715,20717,20719,20721,154928,154979,154980,154981",13kXneVBL8egWoGKRJw4vj,Color,33,M_Tee - Generic:Standard:Standard:549959,,InstallationDate,20680,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.088542,BarCode,Hydronic Supply,Tee,0.046875,T,,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,639,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,0.088542,90.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21269,Level 1,ExpectedLife,5,550034,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,21268,0.000000,21265,Reference,Standard,25 mm-25 mm,"21297,21299,21301,21303,21305,21307,21309,154927,154982,154983,154984",13kXneVBL8egWoGKRJw4wu,Color,33,M_Elbow - Generic:Standard:Standard:550034,,InstallationDate,21269,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,646,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21497,Level 1,ExpectedLife,5,550040,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,21496,0.000000,21493,Reference,Standard,25 mm-25 mm-25 mm,"21526,21528,21530,21532,21534,21536,21538,154928,154979,154980,154981",13kXneVBL8egWoGKRJw4wo,Color,33,M_Tee - Generic:Standard:Standard:550040,,InstallationDate,21497,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.088542,BarCode,Hydronic Supply,Tee,0.046875,T,,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,647,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,0.088542,90.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22086,Level 1,ExpectedLife,5,550083,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,22085,0.000000,22082,Reference,Standard,25 mm-25 mm,"22114,22116,22118,22120,22122,22124,22126,154927,154982,154983,154984",13kXneVBL8egWoGKRJw4xf,Color,33,M_Elbow - Generic:Standard:Standard:550083,,InstallationDate,22086,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,654,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35753,Level 1,ExpectedLife,5,550223,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,89.999314,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,35752,0.000000,35749,Reference,Standard,25 mm-25 mm,"35781,35783,35785,35787,35789,35791,35793,154934,154982,154983,154984",13kXneVBL8egWoGKRJw4zb,Color,33,M_Elbow - Generic:Standard:Standard:550223,,InstallationDate,35753,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351262,660,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35801,Level 1,ExpectedLife,5,550225,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Return Unit A,CodePerformance,154873,0.093750,Level 2,0.046875,35800,0.000000,35797,Reference,Standard,25 mm-25 mm,"35829,35831,35833,35835,35837,35839,35841,154927,154982,154983,154984",13kXneVBL8egWoGKRJw4zx,Color,33,M_Elbow - Generic:Standard:Standard:550225,,InstallationDate,35801,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351265,662,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38792,Level 1,ExpectedLife,5,557546,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 2,0.046875,38791,0.000000,38788,Reference,Standard,25 mm-25 mm,"38820,38822,38824,38826,38828,38830,38832,154927,154982,154983,154984",1jQu9wkdr0iwNuem13Fl5A,Color,33,M_Elbow - Generic:Standard:Standard:557546,,InstallationDate,38792,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.441249,805,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38840,Level 1,ExpectedLife,5,557547,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 2,0.046875,38839,0.000000,38836,Reference,Standard,25 mm-25 mm,"38868,38870,38872,38874,38876,38878,38880,154927,154982,154983,154984",1jQu9wkdr0iwNuem13Fl5B,Color,33,M_Elbow - Generic:Standard:Standard:557547,,InstallationDate,38840,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.441249,806,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39068,Level 1,ExpectedLife,5,557551,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 2,0.046875,39067,0.000000,39064,Reference,Standard,25 mm-25 mm,"39096,39098,39100,39102,39104,39106,39108,154927,154982,154983,154984",1jQu9wkdr0iwNuem13Fl5F,Color,33,M_Elbow - Generic:Standard:Standard:557551,,InstallationDate,39068,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.441255,808,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39488,Level 1,ExpectedLife,5,557554,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 2,0.046875,39487,0.000000,39484,Reference,Standard,25 mm-25 mm,"39516,39518,39520,39522,39524,39526,39528,154927,154982,154983,154984",1jQu9wkdr0iwNuem13Fl5I,Color,33,M_Elbow - Generic:Standard:Standard:557554,,InstallationDate,39488,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.441240,809,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39716,Level 1,ExpectedLife,5,557556,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 2,0.046875,39715,0.000000,39712,Reference,Standard,25 mm-25 mm,"39744,39746,39748,39750,39752,39754,39756,154927,154982,154983,154984",1jQu9wkdr0iwNuem13Fl5K,Color,33,M_Elbow - Generic:Standard:Standard:557556,,InstallationDate,39716,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.441240,810,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39944,Level 1,ExpectedLife,5,557558,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Hydronic Supply Unit B,CodePerformance,154873,0.093750,Level 2,0.046875,39943,0.000000,39940,Reference,Standard,25 mm-25 mm,"39972,39974,39976,39978,39980,39982,39984,154927,154982,154983,154984",1jQu9wkdr0iwNuem13Fl5M,Color,33,M_Elbow - Generic:Standard:Standard:557558,,InstallationDate,39944,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,ModelNumber,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.441240,811,ReplacementCost,M_Pipe Fitting - Generic.csv,Constituents,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
