,Parent,ExpectedLife,Loss Method,Tag,Phase Created,AccessibilityPerformance,WarrantyGuarantorParts,Angle,AssetAccountingType,System Name,CodePerformance,ContainedInStructure,Fitting Outside Diameter,Level,Insulation Radius,ObjectPlacement,Insulation Thickness,Representation,Reference,ObjectType,Size,IsDefinedBy,GlobalId,Color,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Tick Size,Nominal Radius,Nominal Diameter,Features,TagNumber,Center to End,BarCode,System Type,K Coefficient Table,Fitting Outside Radius,Constituents,Use Annotation Scale,Center Radius,SerialNumber,WarrantyStartDate,AssetIdentifier,Host,Offset,Mark,ReplacementCost,Lookup Table Name,OmniClass Title,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,OmniClass Number,Center to End Label,Angle 1,Visibility 3,Visibility 2,Visibility 1,OffsetHeight,Fitting Outside Diameter 2,Fitting Outside Diameter 1,Insulation Radius 2,Insulation Radius 1,Nominal Diameter 2,Nominal Diameter 1,Width Offset,Max Fitting Outside Diameter 12,Height Offset,Fitting Outside Radius 2,Fitting Outside Radius 1,Tick Size 2,Tick Size 1,Nominal Radius 2,Nominal Radius 1,Length,OffsetWidth,Socket Depth,Socket Entrance Diameter,Center to Socket Bottom Label,Wall Thickness,Socket Outside Diameter,Center to Socket Bottom,Socket Insulation Outside Diameter,Socket Outside Radius,Socket Insulation Depth,Socket Insulation Outside Radius,Length 2,Length 1,Center to Socket Bottom Not Found,W0,Num 6,OffsetWidthfromBase,Num 8,Lining Radius,Num 10,Num 1,Num 4,Num 3,Radius,Num 9,OffsetHeightfromBase,Num 7,Length01,Length 8,Length 7,Length 6,Length 5,Length 4,Num 2,Length 3,Half H0,Half W0,Num 5,Delta 2,Delta 1,Lining W0,Lining H0,Insulation H0,Insulation W0,H0,OffsetWidthTemp,OffsetHeightTemp,Diameter,Lining Thickness,Schedule Level,Elevation,Default Elevation,Pipe Radius,Overall Diameter,Pipe Diameter,Overall Radius,Tee,Reference Level,Additional Flow,Inner Diameter,Invert Elevation,Flow,Reynolds Number,Relative Roughness,Friction,Flow State,Friction Factor,End Offset,Velocity,Pressure Drop,Section,Area,Outer Diameter,Horizontal Justification,Vertical Justification,Start Offset,Slope,Roughness,Connection Type,Cross,Class,Classification Description,Classification Code,Elbow,Preferred Junction Type,Transition,Union,Bend Radius,Conduit Size Lookup,Conduit Length,Bend Radius Label,Bend or Fitting,Fixture Units,Diameter(Trade Size),Top Elevation,Bottom Elevation,Standard,Bend,Tap,Velocity Pressure,Size Lock,Loss Coefficient,Hydraulic Diameter,Reynolds number,Multi Shape Transition Rect to Round,Multi Shape Transition Oval to Round,Nut Height,Body Radius,Adapter Length,Stem Radius,Handle Height,Body Diameter,Handle Length,Stem Height,Seal Length,Stem Diameter,Nut Radius,Nut Diameter,Handle Width,Body Length,Body Height,Adapter Radius,Adapter Diameter,Half Nut Height,K Coefficient,Base Radius,Head Radius,Head Small Radius,Head Depth,Panel,Circuit Number,Base Depth,Radius 10,Outside Radius,Width 1,Width 2,Thickness 1,Radius 9,Radius 8,Radius 7,Radius 6,Radius 5,Radius 4,Radius 3,Radius 2,Radius 1,Length 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Angle 2,Valve Length,Outside Diameter,Open Height,C1 Offset 1,C1 Offset 2,Width,Height,Panel Name,Projection,Depth,Standoff,HalfWidth,HalfHeight,Light Loss Factor,Dimming Lamp Color Temperature Shift,Light Source Definition (family),Ballast Voltage,Initial Intensity,Ceiling Mount Material,Color Filter,Electrical Data,Drop From Ceiling,Load Classification,Lamp,Ballast Number of Poles,Calculate Coefficient of Utilization,Initial Color,Pendant Material,Assembly Code,Assembly Description,Light Source Symbol Size,Apparent Load,Switch Voltage,Load,Moves With Nearby Elements,Label,Range Material,Burner Material,Hot Water Diameter,WFU,Flow Pressure,Sanitary Diameter,Sanitary Radius,HWFU,CWFU,Sink Width,Sink Depth,Sink Length,Hot Water Radius,Cold Water Radius,Cold Water Diameter,Shade Material,Door Width,Shower Width,Shower Length,Shower Height,Half Door Width,Half Lavatory Length,Half Oval Long Axis Length 1,Half Oval Long Axis Length,Oval Long Axis Length,Lavatory Width,Oval Short Axis Length,Lavatory Length,Lavatory Height,Half Oval Short Axis Length 1,Half Oval Short Axis Length,Max #1 Pole Breakers,HVAC Demand Factor,Total Estimated Demand Current,Heating Connected,Apparent Load Phase A,Enclosure,Apparent Load Phase B,Receptacle Demand Factor,Total Estimated Demand,Total Connected,HVAC Estimated Demand,Apparent Load Phase C,Other Estimated Demand,HVAC Connected,Total Demand Factor,Mounting,Location,Total Connected Current,24 Circuit Height,Appliance - Dwelling Unit Connected Current,Current Phase A,Current Phase B,Current Phase C,HVAC Connected Current,HVAC Estimated Demand Current,Other Connected,Other Connected Current,Other Estimated Demand Current,Appliance - Dwelling Unit Connected,Appliance - Dwelling Unit Estimated Demand,Appliance - Dwelling Unit Estimated Demand Current,Appliance - Dwelling Unit Demand Factor,Heating Estimated Demand,Heating Connected Current,Heating Estimated Demand Current,Heating Demand Factor,Lighting - Dwelling Unit Connected,Lighting - Dwelling Unit Estimated Demand,Lighting - Dwelling Unit Demand Factor,Lighting - Dwelling Unit Connected Current,Receptacle Connected Current,Lighting - Dwelling Unit Estimated Demand Current,Receptacle Connected,Receptacle Estimated Demand,Receptacle Estimated Demand Current,Mains,Circuit Naming,Distribution System,Number of Wires,Number of Phases,42 Circuit Height,30 Circuit Height,12 Circuit Height,Bath Tub Width,Bath Tub Length,Bath Tub Height,InteriorOrExteriorSpace,Design HVAC Load per area,LongName,ElevationWithFlooring,CeilingCovering,Upper Limit,CompositionType,Number,Decomposes,OmniClass Table 13 Category,Average Estimated Illumination,Condition Type,GSA BIM Area,WallCovering,Wall Reflectance,FloorCovering,Room Number,Room Name,Design Cooling Load,Unbounded Height,Limit Offset,Phase,Base Offset,Perimeter,Volume,Design Other Load per area,Specified Return Airflow,Zone,Plenum,Occupiable,HistoricPreservationZoneName,Space Type,Design Heating Load,Specified Supply Airflow,Actual Supply Airflow,Room Cavity Ratio,Return Airflow,Actual Return Airflow,Actual Exhaust Airflow,Specified Exhaust Airflow,Lighting Calculation Workplane,Ceiling Reflectance,Floor Reflectance,Category Description,Category Code,LoadCapacity,CirculationZoneName,FireAlarmZoneName,LightingZoneName,OccupancyZoneName,VentilationZoneName,RoomTag,BoundedBy,Connector,Power,BtuPerFt,Voltage,Gas Radius,Vent Radius,Electrical Box Height,Exhaust Air Flow,Boiler Radius,Electrical Box Width,Water Pressure Drop,Water Flow,Output Heat,Input Heat,Gas Flow,Exhaust Air Pressure Drop,Number of Poles,Vent Box Diameter,Vent Diameter,Vent Box Height,Gas Diameter,Electrical Box Length,Boiler Top Diameter,Boiler Height,Boiler Diameter,Vent Box Radius,Boiler Top Radius,ControlElementId,Suction Nominal Radius,Suction Outside Diameter,Discharge Nominal Radius,Suction Nominal Diameter,RPM,Suction Outside Radius,Outside Diameter 4,Outside Diameter 2,Outside Diameter 1,Discharge Nominal Diameter,Housing Width,Flange Height,Flange Diameter,Outside Radius 1,Outside Radius 2,Outside Radius 4,Flange Radius,External Static Presure,Diameter 2,Diameter 1,Half Exhaust Inlet Height,Air Flow,Half Outlet Radius,Overall Height,Fan Radius,Fan Height,Fan Diameter,Outlet Width,Outlet Height,Cap Radius,Cap Diameter,Base Width
22954,Level 1,ExpectedLife,5,548122,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Unit A Hydronic Supply In,CodePerformance,310491,0.093750,Level 2,0.046875,22953,0.000000,22950,Reference,Tee - Generic,25 mm-25 mm-25 mm,"22983,22985,22987,22989,22991,22993,22995,310567,311065,311066,311067",2N0HEBexr8OuOYHpRXqZQp,Color,33,M_Tee - Generic:Tee - Generic:Tee - Generic:548122,,InstallationDate,22954,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,Features,TagNumber,0.088542,BarCode,Hydronic Supply,Tee,0.046875,Constituents,T,,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,544,ReplacementCost,M_Pipe Fitting - Generic.csv,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.60.30.11.14,0.088542,90.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23189,Level 1,ExpectedLife,5,548141,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Unit A Hydronic Supply In,CodePerformance,310491,0.093750,Level 2,0.046875,23188,0.000000,23185,Reference,Elbow - Generic,25 mm-25 mm,"23217,23219,23221,23223,23225,23227,23229,310558,311068,311069,311070",2N0HEBexr8OuOYHpRXqZQ4,Color,33,M_Elbow - Generic:Elbow - Generic:Elbow - Generic:548141,,InstallationDate,23189,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,Constituents,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,550,ReplacementCost,M_Pipe Fitting - Generic.csv,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23237,Level 1,ExpectedLife,5,548144,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Unit A Hydronic Supply In,CodePerformance,310491,0.093750,Level 2,0.046875,23236,0.000000,23233,Reference,Elbow - Generic,25 mm-25 mm,"23265,23267,23269,23271,23273,23275,23277,310558,311068,311069,311070",2N0HEBexr8OuOYHpRXqZQP,Color,33,M_Elbow - Generic:Elbow - Generic:Elbow - Generic:548144,,InstallationDate,23237,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,Constituents,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,553,ReplacementCost,M_Pipe Fitting - Generic.csv,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24656,Level 1,ExpectedLife,5,549959,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Unit A Hydronic Supply In,CodePerformance,310491,0.093750,Level 2,0.046875,24655,0.000000,24652,Reference,Tee - Generic,25 mm-25 mm-25 mm,"24685,24687,24689,24691,24693,24695,24697,310567,311065,311066,311067",13kXneVBL8egWoGKRJw4vj,Color,33,M_Tee - Generic:Tee - Generic:Tee - Generic:549959,,InstallationDate,24656,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,Features,TagNumber,0.088542,BarCode,Hydronic Supply,Tee,0.046875,Constituents,T,,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,639,ReplacementCost,M_Pipe Fitting - Generic.csv,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.60.30.11.14,0.088542,90.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25265,Level 1,ExpectedLife,5,550034,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Unit A Hydronic Supply In,CodePerformance,310491,0.093750,Level 2,0.046875,25264,0.000000,25261,Reference,Elbow - Generic,25 mm-25 mm,"25293,25295,25297,25299,25301,25303,25305,310558,311068,311069,311070",13kXneVBL8egWoGKRJw4wu,Color,33,M_Elbow - Generic:Elbow - Generic:Elbow - Generic:550034,,InstallationDate,25265,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,Constituents,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,646,ReplacementCost,M_Pipe Fitting - Generic.csv,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25500,Level 1,ExpectedLife,5,550040,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Unit A Hydronic Supply In,CodePerformance,310491,0.093750,Level 2,0.046875,25499,0.000000,25496,Reference,Tee - Generic,25 mm-25 mm-25 mm,"25529,25531,25533,25535,25537,25539,25541,310567,311065,311066,311067",13kXneVBL8egWoGKRJw4wo,Color,33,M_Tee - Generic:Tee - Generic:Tee - Generic:550040,,InstallationDate,25500,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,Features,TagNumber,0.088542,BarCode,Hydronic Supply,Tee,0.046875,Constituents,T,,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,647,ReplacementCost,M_Pipe Fitting - Generic.csv,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.60.30.11.14,0.088542,90.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26109,Level 1,ExpectedLife,5,550083,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Unit A Hydronic Supply In,CodePerformance,310491,0.093750,Level 2,0.046875,26108,0.000000,26105,Reference,Elbow - Generic,25 mm-25 mm,"26137,26139,26141,26143,26145,26147,26149,310558,311068,311069,311070",13kXneVBL8egWoGKRJw4xf,Color,33,M_Elbow - Generic:Elbow - Generic:Elbow - Generic:550083,,InstallationDate,26109,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,Constituents,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351253,654,ReplacementCost,M_Pipe Fitting - Generic.csv,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52016,Level 1,ExpectedLife,5,550223,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,89.999314,FIXED,Unit A Hydronic Supply In,CodePerformance,310491,0.093750,Level 2,0.046875,52015,0.000000,52012,Reference,Elbow - Generic,25 mm-25 mm,"52044,52046,52048,52050,52052,52054,52056,310606,311068,311069,311070",1NR_CPjqX9quifomqRoJkL,Color,33,M_Elbow - Generic:Elbow - Generic:Elbow - Generic:550223,,InstallationDate,52016,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,Constituents,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351262,660,ReplacementCost,M_Pipe Fitting - Generic.csv,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52064,Level 1,ExpectedLife,5,550225,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Unit A Hydronic Supply In,CodePerformance,310491,0.093750,Level 2,0.046875,52063,0.000000,52060,Reference,Elbow - Generic,25 mm-25 mm,"52092,52094,52096,52098,52100,52102,52104,310558,311068,311069,311070",13kXneVBL8egWoGKRJw4zx,Color,33,M_Elbow - Generic:Elbow - Generic:Elbow - Generic:550225,,InstallationDate,52064,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,Constituents,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.351265,662,ReplacementCost,M_Pipe Fitting - Generic.csv,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56850,Level 1,ExpectedLife,5,557546,New Construction,AccessibilityPerformance,WarrantyGuarantorParts,90.000000,FIXED,Unit B Hydronic Supply In,CodePerformance,310491,0.093750,Level 2,0.046875,56849,0.000000,56846,Reference,Elbow - Generic,25 mm-25 mm,"56878,56880,56882,56884,56886,56888,56890,310558,311068,311069,311070",1jQu9wkdr0iwNuem13Fl5A,Color,33,M_Elbow - Generic:Elbow - Generic:Elbow - Generic:557546,,InstallationDate,56850,WarrantyGuarantorLabor,0.037500,0.041010,0.082021,Features,TagNumber,0.067708,BarCode,Hydronic Supply,"Regular 45, 90 and 180 Elbow",0.046875,Constituents,T,0.067708,SerialNumber,WarrantyStartDate,AssetIdentifier,Level : Level 2,-0.441249,805,ReplacementCost,M_Pipe Fitting - Generic.csv,Pipework Fittings,Finish,Grade,Material,ModelReference,NominalHeight,NominalLength,NominalWidth,ProductionYear,Shape,SustainabilityPerformance,WarrantyDescription,WarrantyDurationLabor,WarrantyDurationParts,ModelLabel,Manufacturer,23.60.30.11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
